day,negative,neutral,positive,total,positive_ratio,negative_ratio,neutral_ratio
2018-02-16,1,2,0,3,0.0,0.3333333333333333,0.6666666666666666
2018-02-17,0,8,0,8,0.0,0.0,1.0
2018-02-18,3,8,1,12,0.08333333333333333,0.25,0.6666666666666666
2018-02-19,0,3,0,3,0.0,0.0,1.0
2018-02-20,0,8,5,13,0.38461538461538464,0.0,0.6153846153846154
2018-02-21,1,5,2,8,0.25,0.125,0.625
2018-02-22,1,4,5,10,0.5,0.1,0.4
2018-02-23,1,5,4,10,0.4,0.1,0.5
2018-02-24,2,6,2,10,0.2,0.2,0.6
2018-02-25,1,3,1,5,0.2,0.2,0.6
2018-02-27,0,6,2,8,0.25,0.0,0.75
2018-02-28,0,6,4,10,0.4,0.0,0.6
2018-03-01,0,4,2,6,0.3333333333333333,0.0,0.6666666666666666
2018-03-02,0,7,6,13,0.46153846153846156,0.0,0.5384615384615384
2018-03-03,0,2,2,4,0.5,0.0,0.5
2018-03-04,0,0,1,1,1.0,0.0,0.0
2018-03-05,0,4,2,6,0.3333333333333333,0.0,0.6666666666666666
2018-03-06,1,5,2,8,0.25,0.125,0.625
2018-03-07,3,1,2,6,0.3333333333333333,0.5,0.16666666666666666
2018-03-08,0,2,3,5,0.6,0.0,0.4
2018-03-09,0,3,2,5,0.4,0.0,0.6
2018-03-10,1,6,4,11,0.36363636363636365,0.09090909090909091,0.5454545454545454
2018-03-11,0,2,4,6,0.6666666666666666,0.0,0.3333333333333333
2018-03-12,1,2,3,6,0.5,0.16666666666666666,0.3333333333333333
2018-03-13,0,6,2,8,0.25,0.0,0.75
2018-03-14,2,3,5,10,0.5,0.2,0.3
2018-03-15,0,5,1,6,0.16666666666666666,0.0,0.8333333333333334
2018-03-16,1,1,2,4,0.5,0.25,0.25
2018-03-17,0,4,0,4,0.0,0.0,1.0
2018-03-18,0,4,0,4,0.0,0.0,1.0
2018-03-19,2,1,0,3,0.0,0.6666666666666666,0.3333333333333333
2018-03-20,0,1,1,2,0.5,0.0,0.5
2018-03-21,1,5,1,7,0.14285714285714285,0.14285714285714285,0.7142857142857143
2018-03-22,2,4,2,8,0.25,0.25,0.5
2018-03-23,1,5,0,6,0.0,0.16666666666666666,0.8333333333333334
2018-03-24,0,1,0,1,0.0,0.0,1.0
2018-03-25,0,5,2,7,0.2857142857142857,0.0,0.7142857142857143
2018-03-26,0,1,3,4,0.75,0.0,0.25
2018-03-27,0,2,1,3,0.3333333333333333,0.0,0.6666666666666666
2018-03-28,1,5,3,9,0.3333333333333333,0.1111111111111111,0.5555555555555556
2018-03-29,1,1,2,4,0.5,0.25,0.25
2018-03-31,0,3,0,3,0.0,0.0,1.0
2018-04-01,0,4,0,4,0.0,0.0,1.0
2018-04-02,0,8,1,9,0.1111111111111111,0.0,0.8888888888888888
2018-04-03,0,12,0,12,0.0,0.0,1.0
2018-04-04,1,4,1,6,0.16666666666666666,0.16666666666666666,0.6666666666666666
2018-04-05,0,2,2,4,0.5,0.0,0.5
2018-04-06,0,3,4,7,0.5714285714285714,0.0,0.42857142857142855
2018-04-07,3,2,1,6,0.16666666666666666,0.5,0.3333333333333333
2018-04-08,0,7,1,8,0.125,0.0,0.875
2018-04-09,0,3,2,5,0.4,0.0,0.6
2018-04-10,0,2,4,6,0.6666666666666666,0.0,0.3333333333333333
2018-04-11,3,4,4,11,0.36363636363636365,0.2727272727272727,0.36363636363636365
2018-04-12,0,8,2,10,0.2,0.0,0.8
2018-04-13,1,3,2,6,0.3333333333333333,0.16666666666666666,0.5
2018-04-14,0,0,2,2,1.0,0.0,0.0
2018-04-15,0,7,2,9,0.2222222222222222,0.0,0.7777777777777778
2018-04-16,0,2,0,2,0.0,0.0,1.0
2018-04-17,3,16,5,24,0.20833333333333334,0.125,0.6666666666666666
2018-04-18,1,12,4,17,0.23529411764705882,0.058823529411764705,0.7058823529411765
2018-04-19,2,8,4,14,0.2857142857142857,0.14285714285714285,0.5714285714285714
2018-04-20,1,5,3,9,0.3333333333333333,0.1111111111111111,0.5555555555555556
2018-04-21,1,15,2,18,0.1111111111111111,0.05555555555555555,0.8333333333333334
2018-04-22,0,6,2,8,0.25,0.0,0.75
2018-04-23,0,3,1,4,0.25,0.0,0.75
2018-04-24,0,5,5,10,0.5,0.0,0.5
2018-04-25,0,6,1,7,0.14285714285714285,0.0,0.8571428571428571
2018-04-26,0,2,1,3,0.3333333333333333,0.0,0.6666666666666666
2018-04-27,0,5,6,11,0.5454545454545454,0.0,0.45454545454545453
2018-04-28,1,6,2,9,0.2222222222222222,0.1111111111111111,0.6666666666666666
2018-04-29,0,1,2,3,0.6666666666666666,0.0,0.3333333333333333
2018-04-30,1,4,5,10,0.5,0.1,0.4
2018-05-01,0,3,4,7,0.5714285714285714,0.0,0.42857142857142855
2018-05-02,0,7,0,7,0.0,0.0,1.0
2018-05-03,0,5,3,8,0.375,0.0,0.625
2018-05-04,3,6,1,10,0.1,0.3,0.6
2018-05-05,0,2,2,4,0.5,0.0,0.5
2018-05-07,1,5,5,11,0.45454545454545453,0.09090909090909091,0.45454545454545453
2018-05-08,0,6,1,7,0.14285714285714285,0.0,0.8571428571428571
2018-05-09,2,2,4,8,0.5,0.25,0.25
2018-05-10,1,3,1,5,0.2,0.2,0.6
2018-05-11,0,4,1,5,0.2,0.0,0.8
2018-05-12,1,2,0,3,0.0,0.3333333333333333,0.6666666666666666
2018-05-13,1,2,1,4,0.25,0.25,0.5
2018-05-14,1,4,1,6,0.16666666666666666,0.16666666666666666,0.6666666666666666
2018-05-15,0,5,3,8,0.375,0.0,0.625
2018-05-16,3,5,2,10,0.2,0.3,0.5
2018-05-17,0,7,3,10,0.3,0.0,0.7
2018-05-18,2,4,5,11,0.45454545454545453,0.18181818181818182,0.36363636363636365
2018-05-19,1,0,4,5,0.8,0.2,0.0
2018-05-20,0,8,1,9,0.1111111111111111,0.0,0.8888888888888888
2018-05-21,0,7,3,10,0.3,0.0,0.7
2018-05-22,0,2,0,2,0.0,0.0,1.0
2018-05-23,2,13,2,17,0.11764705882352941,0.11764705882352941,0.7647058823529411
2018-05-24,2,7,2,11,0.18181818181818182,0.18181818181818182,0.6363636363636364
2018-05-25,1,15,2,18,0.1111111111111111,0.05555555555555555,0.8333333333333334
2018-05-26,0,8,2,10,0.2,0.0,0.8
2018-05-27,0,5,1,6,0.16666666666666666,0.0,0.8333333333333334
2018-05-28,0,7,2,9,0.2222222222222222,0.0,0.7777777777777778
2018-05-29,0,6,1,7,0.14285714285714285,0.0,0.8571428571428571
2018-05-30,0,6,4,10,0.4,0.0,0.6
2018-05-31,0,14,2,16,0.125,0.0,0.875
2018-06-01,0,6,0,6,0.0,0.0,1.0
2018-06-02,2,12,2,16,0.125,0.125,0.75
2018-06-03,0,5,0,5,0.0,0.0,1.0
2018-06-04,2,6,4,12,0.3333333333333333,0.16666666666666666,0.5
2018-06-05,1,12,4,17,0.23529411764705882,0.058823529411764705,0.7058823529411765
2018-06-06,2,8,7,17,0.4117647058823529,0.11764705882352941,0.47058823529411764
2018-06-07,6,9,5,20,0.25,0.3,0.45
2018-06-08,1,4,1,6,0.16666666666666666,0.16666666666666666,0.6666666666666666
2018-06-09,0,6,7,13,0.5384615384615384,0.0,0.46153846153846156
2018-06-11,1,7,3,11,0.2727272727272727,0.09090909090909091,0.6363636363636364
2018-06-12,0,6,5,11,0.45454545454545453,0.0,0.5454545454545454
2018-06-13,1,5,11,17,0.6470588235294118,0.058823529411764705,0.29411764705882354
2018-06-14,1,4,2,7,0.2857142857142857,0.14285714285714285,0.5714285714285714
2018-06-15,0,17,2,19,0.10526315789473684,0.0,0.8947368421052632
2018-06-16,0,5,1,6,0.16666666666666666,0.0,0.8333333333333334
2018-06-17,1,9,4,14,0.2857142857142857,0.07142857142857142,0.6428571428571429
2018-06-18,2,9,1,12,0.08333333333333333,0.16666666666666666,0.75
2018-06-19,1,7,1,9,0.1111111111111111,0.1111111111111111,0.7777777777777778
2018-06-20,0,12,3,15,0.2,0.0,0.8
2018-06-21,1,7,11,19,0.5789473684210527,0.05263157894736842,0.3684210526315789
2018-06-22,1,11,3,15,0.2,0.06666666666666667,0.7333333333333333
2018-06-23,0,15,10,25,0.4,0.0,0.6
2018-06-24,2,2,1,5,0.2,0.4,0.4
2018-06-25,2,13,6,21,0.2857142857142857,0.09523809523809523,0.6190476190476191
2018-06-26,0,11,1,12,0.08333333333333333,0.0,0.9166666666666666
2018-06-27,0,7,9,16,0.5625,0.0,0.4375
2018-06-28,1,7,6,14,0.42857142857142855,0.07142857142857142,0.5
2018-06-29,0,3,2,5,0.4,0.0,0.6
2018-06-30,0,10,4,14,0.2857142857142857,0.0,0.7142857142857143
2018-07-01,0,2,2,4,0.5,0.0,0.5
2018-07-02,0,2,1,3,0.3333333333333333,0.0,0.6666666666666666
2018-07-03,3,14,4,21,0.19047619047619047,0.14285714285714285,0.6666666666666666
2018-07-04,0,1,2,3,0.6666666666666666,0.0,0.3333333333333333
2018-07-05,0,4,2,6,0.3333333333333333,0.0,0.6666666666666666
2018-07-06,0,2,4,6,0.6666666666666666,0.0,0.3333333333333333
2018-07-07,2,7,0,9,0.0,0.2222222222222222,0.7777777777777778
2018-07-08,0,3,2,5,0.4,0.0,0.6
2018-07-09,1,4,2,7,0.2857142857142857,0.14285714285714285,0.5714285714285714
2018-07-10,0,13,5,18,0.2777777777777778,0.0,0.7222222222222222
2018-07-11,3,14,1,18,0.05555555555555555,0.16666666666666666,0.7777777777777778
2018-07-12,1,7,2,10,0.2,0.1,0.7
2018-07-13,0,2,1,3,0.3333333333333333,0.0,0.6666666666666666
2018-07-14,3,9,0,12,0.0,0.25,0.75
2018-07-15,1,10,2,13,0.15384615384615385,0.07692307692307693,0.7692307692307693
2018-07-16,1,8,3,12,0.25,0.08333333333333333,0.6666666666666666
2018-07-17,0,2,3,5,0.6,0.0,0.4
2018-07-18,3,5,7,15,0.4666666666666667,0.2,0.3333333333333333
2018-07-19,1,9,3,13,0.23076923076923078,0.07692307692307693,0.6923076923076923
2018-07-20,5,7,2,14,0.14285714285714285,0.35714285714285715,0.5
2018-07-21,1,4,1,6,0.16666666666666666,0.16666666666666666,0.6666666666666666
2018-07-22,0,6,2,8,0.25,0.0,0.75
2018-07-23,1,7,2,10,0.2,0.1,0.7
2018-07-24,1,7,7,15,0.4666666666666667,0.06666666666666667,0.4666666666666667
2018-07-25,2,5,8,15,0.5333333333333333,0.13333333333333333,0.3333333333333333
2018-07-26,0,5,7,12,0.5833333333333334,0.0,0.4166666666666667
2018-07-27,1,11,4,16,0.25,0.0625,0.6875
2018-07-28,0,2,0,2,0.0,0.0,1.0
2018-07-29,1,14,3,18,0.16666666666666666,0.05555555555555555,0.7777777777777778
2018-07-30,0,10,3,13,0.23076923076923078,0.0,0.7692307692307693
2018-07-31,1,12,6,19,0.3157894736842105,0.05263157894736842,0.631578947368421
2018-08-01,0,10,2,12,0.16666666666666666,0.0,0.8333333333333334
2018-08-02,1,3,9,13,0.6923076923076923,0.07692307692307693,0.23076923076923078
2018-08-03,0,7,3,10,0.3,0.0,0.7
2018-08-04,5,16,4,25,0.16,0.2,0.64
2018-08-05,1,9,3,13,0.23076923076923078,0.07692307692307693,0.6923076923076923
2018-08-06,1,5,4,10,0.4,0.1,0.5
2018-08-07,0,4,0,4,0.0,0.0,1.0
2018-08-08,0,6,4,10,0.4,0.0,0.6
2018-08-09,1,4,1,6,0.16666666666666666,0.16666666666666666,0.6666666666666666
2018-08-10,0,5,3,8,0.375,0.0,0.625
2018-08-11,1,4,4,9,0.4444444444444444,0.1111111111111111,0.4444444444444444
2018-08-12,0,3,2,5,0.4,0.0,0.6
2018-08-13,1,9,4,14,0.2857142857142857,0.07142857142857142,0.6428571428571429
2018-08-14,1,13,2,16,0.125,0.0625,0.8125
2018-08-15,1,11,5,17,0.29411764705882354,0.058823529411764705,0.6470588235294118
2018-08-16,2,12,3,17,0.17647058823529413,0.11764705882352941,0.7058823529411765
2018-08-17,0,13,4,17,0.23529411764705882,0.0,0.7647058823529411
2018-08-18,2,9,2,13,0.15384615384615385,0.15384615384615385,0.6923076923076923
2018-08-19,1,5,0,6,0.0,0.16666666666666666,0.8333333333333334
2018-08-20,2,6,0,8,0.0,0.25,0.75
2018-08-21,3,4,6,13,0.46153846153846156,0.23076923076923078,0.3076923076923077
2018-08-22,2,6,1,9,0.1111111111111111,0.2222222222222222,0.6666666666666666
2018-08-23,0,9,1,10,0.1,0.0,0.9
2018-08-24,1,8,3,12,0.25,0.08333333333333333,0.6666666666666666
2018-08-25,1,8,4,13,0.3076923076923077,0.07692307692307693,0.6153846153846154
2018-08-26,2,4,2,8,0.25,0.25,0.5
2018-08-27,0,5,5,10,0.5,0.0,0.5
2018-08-28,2,6,1,9,0.1111111111111111,0.2222222222222222,0.6666666666666666
2018-08-29,2,11,10,23,0.43478260869565216,0.08695652173913043,0.4782608695652174
2018-08-30,2,13,3,18,0.16666666666666666,0.1111111111111111,0.7222222222222222
2018-08-31,0,3,1,4,0.25,0.0,0.75
2018-09-01,3,10,3,16,0.1875,0.1875,0.625
2018-09-02,1,7,2,10,0.2,0.1,0.7
2018-09-03,0,9,6,15,0.4,0.0,0.6
2018-09-04,1,11,0,12,0.0,0.08333333333333333,0.9166666666666666
2018-09-05,0,13,2,15,0.13333333333333333,0.0,0.8666666666666667
2018-09-06,2,4,2,8,0.25,0.25,0.5
2018-09-07,0,6,3,9,0.3333333333333333,0.0,0.6666666666666666
2018-09-08,1,2,6,9,0.6666666666666666,0.1111111111111111,0.2222222222222222
2018-09-09,3,6,8,17,0.47058823529411764,0.17647058823529413,0.35294117647058826
2018-09-10,3,14,4,21,0.19047619047619047,0.14285714285714285,0.6666666666666666
2018-09-11,1,7,1,9,0.1111111111111111,0.1111111111111111,0.7777777777777778
2018-09-12,3,6,1,10,0.1,0.3,0.6
2018-09-13,3,10,3,16,0.1875,0.1875,0.625
2018-09-14,4,22,4,30,0.13333333333333333,0.13333333333333333,0.7333333333333333
2018-09-15,1,8,6,15,0.4,0.06666666666666667,0.5333333333333333
2018-09-16,1,6,2,9,0.2222222222222222,0.1111111111111111,0.6666666666666666
2018-09-17,2,17,10,29,0.3448275862068966,0.06896551724137931,0.5862068965517241
2018-09-18,1,2,8,11,0.7272727272727273,0.09090909090909091,0.18181818181818182
2018-09-19,1,7,1,9,0.1111111111111111,0.1111111111111111,0.7777777777777778
2018-09-20,2,6,3,11,0.2727272727272727,0.18181818181818182,0.5454545454545454
2018-09-21,2,16,4,22,0.18181818181818182,0.09090909090909091,0.7272727272727273
2018-09-22,0,6,2,8,0.25,0.0,0.75
2018-09-23,0,1,2,3,0.6666666666666666,0.0,0.3333333333333333
2018-09-24,0,10,0,10,0.0,0.0,1.0
2018-09-25,0,9,4,13,0.3076923076923077,0.0,0.6923076923076923
2018-09-26,1,10,2,13,0.15384615384615385,0.07692307692307693,0.7692307692307693
2018-09-27,0,1,0,1,0.0,0.0,1.0
2018-09-29,0,2,1,3,0.3333333333333333,0.0,0.6666666666666666
2018-09-30,1,4,0,5,0.0,0.2,0.8
2018-10-01,0,3,2,5,0.4,0.0,0.6
2018-10-02,0,5,5,10,0.5,0.0,0.5
2018-10-03,1,6,8,15,0.5333333333333333,0.06666666666666667,0.4
2018-10-04,0,5,7,12,0.5833333333333334,0.0,0.4166666666666667
2018-10-05,0,10,0,10,0.0,0.0,1.0
2018-10-06,0,5,1,6,0.16666666666666666,0.0,0.8333333333333334
2018-10-07,0,4,1,5,0.2,0.0,0.8
2018-10-08,0,2,5,7,0.7142857142857143,0.0,0.2857142857142857
2018-10-09,2,11,3,16,0.1875,0.125,0.6875
2018-10-10,2,18,2,22,0.09090909090909091,0.09090909090909091,0.8181818181818182
2018-10-11,1,6,1,8,0.125,0.125,0.75
2018-10-12,0,6,4,10,0.4,0.0,0.6
2018-10-13,0,4,6,10,0.6,0.0,0.4
2018-10-14,0,8,2,10,0.2,0.0,0.8
2018-10-15,2,5,2,9,0.2222222222222222,0.2222222222222222,0.5555555555555556
2018-10-16,0,16,2,18,0.1111111111111111,0.0,0.8888888888888888
2018-10-17,1,13,5,19,0.2631578947368421,0.05263157894736842,0.6842105263157895
2018-10-18,2,9,3,14,0.21428571428571427,0.14285714285714285,0.6428571428571429
2018-10-19,0,7,2,9,0.2222222222222222,0.0,0.7777777777777778
2018-10-20,0,6,6,12,0.5,0.0,0.5
2018-10-21,0,4,2,6,0.3333333333333333,0.0,0.6666666666666666
2018-10-22,1,10,3,14,0.21428571428571427,0.07142857142857142,0.7142857142857143
2018-10-23,0,9,3,12,0.25,0.0,0.75
2018-10-24,0,5,2,7,0.2857142857142857,0.0,0.7142857142857143
2018-10-25,3,9,6,18,0.3333333333333333,0.16666666666666666,0.5
2018-10-26,4,4,3,11,0.2727272727272727,0.36363636363636365,0.36363636363636365
2018-10-27,1,11,4,16,0.25,0.0625,0.6875
2018-10-28,1,2,1,4,0.25,0.25,0.5
2018-10-29,1,4,2,7,0.2857142857142857,0.14285714285714285,0.5714285714285714
2018-10-30,0,9,15,24,0.625,0.0,0.375
2018-10-31,1,8,6,15,0.4,0.06666666666666667,0.5333333333333333
2018-11-01,1,7,4,12,0.3333333333333333,0.08333333333333333,0.5833333333333334
2018-11-02,0,5,4,9,0.4444444444444444,0.0,0.5555555555555556
2018-11-03,0,14,7,21,0.3333333333333333,0.0,0.6666666666666666
2018-11-04,1,15,15,31,0.4838709677419355,0.03225806451612903,0.4838709677419355
2018-11-05,0,14,3,17,0.17647058823529413,0.0,0.8235294117647058
2018-11-06,0,27,8,35,0.22857142857142856,0.0,0.7714285714285715
2018-11-07,0,7,7,14,0.5,0.0,0.5
2018-11-08,0,2,0,2,0.0,0.0,1.0
2018-11-09,1,11,0,12,0.0,0.08333333333333333,0.9166666666666666
2018-11-10,1,7,1,9,0.1111111111111111,0.1111111111111111,0.7777777777777778
2018-11-11,0,3,3,6,0.5,0.0,0.5
2018-11-12,5,2,2,9,0.2222222222222222,0.5555555555555556,0.2222222222222222
2018-11-13,1,11,2,14,0.14285714285714285,0.07142857142857142,0.7857142857142857
2018-11-14,0,3,2,5,0.4,0.0,0.6
2018-11-15,0,7,2,9,0.2222222222222222,0.0,0.7777777777777778
2018-11-16,0,2,2,4,0.5,0.0,0.5
2018-11-17,1,6,4,11,0.36363636363636365,0.09090909090909091,0.5454545454545454
2018-11-18,1,5,2,8,0.25,0.125,0.625
2018-11-19,0,5,2,7,0.2857142857142857,0.0,0.7142857142857143
2018-11-20,0,3,0,3,0.0,0.0,1.0
2018-11-21,1,10,2,13,0.15384615384615385,0.07692307692307693,0.7692307692307693
2018-11-22,1,6,2,9,0.2222222222222222,0.1111111111111111,0.6666666666666666
2018-11-23,0,2,3,5,0.6,0.0,0.4
2018-11-24,1,2,0,3,0.0,0.3333333333333333,0.6666666666666666
2018-11-25,0,7,2,9,0.2222222222222222,0.0,0.7777777777777778
2018-11-26,0,6,4,10,0.4,0.0,0.6
2018-11-27,1,7,1,9,0.1111111111111111,0.1111111111111111,0.7777777777777778
2018-11-28,0,12,2,14,0.14285714285714285,0.0,0.8571428571428571
2018-11-29,0,10,4,14,0.2857142857142857,0.0,0.7142857142857143
2018-11-30,0,6,4,10,0.4,0.0,0.6
2018-12-01,0,6,4,10,0.4,0.0,0.6
2018-12-02,0,1,0,1,0.0,0.0,1.0
2018-12-03,1,8,3,12,0.25,0.08333333333333333,0.6666666666666666
2018-12-04,1,5,3,9,0.3333333333333333,0.1111111111111111,0.5555555555555556
2018-12-05,1,5,3,9,0.3333333333333333,0.1111111111111111,0.5555555555555556
2018-12-06,0,2,2,4,0.5,0.0,0.5
2018-12-07,1,15,7,23,0.30434782608695654,0.043478260869565216,0.6521739130434783
2018-12-08,0,9,3,12,0.25,0.0,0.75
2018-12-09,0,2,1,3,0.3333333333333333,0.0,0.6666666666666666
2018-12-10,0,3,0,3,0.0,0.0,1.0
2018-12-11,0,10,3,13,0.23076923076923078,0.0,0.7692307692307693
2018-12-12,1,2,0,3,0.0,0.3333333333333333,0.6666666666666666
2018-12-13,2,11,0,13,0.0,0.15384615384615385,0.8461538461538461
2018-12-14,0,3,4,7,0.5714285714285714,0.0,0.42857142857142855
2018-12-15,1,4,3,8,0.375,0.125,0.5
2018-12-16,1,10,0,11,0.0,0.09090909090909091,0.9090909090909091
2018-12-17,0,1,5,6,0.8333333333333334,0.0,0.16666666666666666
2018-12-18,1,7,3,11,0.2727272727272727,0.09090909090909091,0.6363636363636364
2018-12-19,0,8,5,13,0.38461538461538464,0.0,0.6153846153846154
2018-12-20,1,9,7,17,0.4117647058823529,0.058823529411764705,0.5294117647058824
2018-12-21,3,12,5,20,0.25,0.15,0.6
2018-12-22,0,9,1,10,0.1,0.0,0.9
2018-12-23,1,7,3,11,0.2727272727272727,0.09090909090909091,0.6363636363636364
2018-12-24,2,12,4,18,0.2222222222222222,0.1111111111111111,0.6666666666666666
2018-12-25,0,1,2,3,0.6666666666666666,0.0,0.3333333333333333
2018-12-26,0,0,1,1,1.0,0.0,0.0
2018-12-27,1,10,1,12,0.08333333333333333,0.08333333333333333,0.8333333333333334
2018-12-28,0,4,1,5,0.2,0.0,0.8
2018-12-29,0,5,2,7,0.2857142857142857,0.0,0.7142857142857143
2018-12-30,0,3,2,5,0.4,0.0,0.6
2018-12-31,3,7,2,12,0.16666666666666666,0.25,0.5833333333333334
2019-01-01,2,10,8,20,0.4,0.1,0.5
2019-01-02,1,2,0,3,0.0,0.3333333333333333,0.6666666666666666
2019-01-03,0,5,2,7,0.2857142857142857,0.0,0.7142857142857143
2019-01-04,0,3,4,7,0.5714285714285714,0.0,0.42857142857142855
2019-01-05,1,6,5,12,0.4166666666666667,0.08333333333333333,0.5
2019-01-06,2,7,2,11,0.18181818181818182,0.18181818181818182,0.6363636363636364
2019-01-07,1,3,2,6,0.3333333333333333,0.16666666666666666,0.5
2019-01-08,0,0,5,5,1.0,0.0,0.0
2019-01-09,0,3,3,6,0.5,0.0,0.5
2019-01-10,1,12,4,17,0.23529411764705882,0.058823529411764705,0.7058823529411765
2019-01-11,4,9,1,14,0.07142857142857142,0.2857142857142857,0.6428571428571429
2019-01-12,1,10,1,12,0.08333333333333333,0.08333333333333333,0.8333333333333334
2019-01-13,2,5,2,9,0.2222222222222222,0.2222222222222222,0.5555555555555556
2019-01-14,2,16,6,24,0.25,0.08333333333333333,0.6666666666666666
2019-01-15,0,16,3,19,0.15789473684210525,0.0,0.8421052631578947
2019-01-16,0,2,0,2,0.0,0.0,1.0
2019-01-17,0,3,0,3,0.0,0.0,1.0
2019-01-18,0,11,3,14,0.21428571428571427,0.0,0.7857142857142857
2019-01-19,1,19,3,23,0.13043478260869565,0.043478260869565216,0.8260869565217391
2019-01-20,0,22,2,24,0.08333333333333333,0.0,0.9166666666666666
2019-01-21,2,13,10,25,0.4,0.08,0.52
2019-01-22,1,9,3,13,0.23076923076923078,0.07692307692307693,0.6923076923076923
2019-01-23,0,7,1,8,0.125,0.0,0.875
2019-01-24,0,6,4,10,0.4,0.0,0.6
